Flight_ID,Airline,Distance_km,Departure_Delay_min,Arrival_Delay_min,Delay_Status,Delay Difference,Distance Category , Performance Label
11838,Indigo,1888,138,128,Delayed,-10,Short Haul,Poor
11839,Emirates,11809,49,40,OnTime,-9,Long Haul,Poor
11840,Emirates,1062,10,175,Delayed,165,Short Haul,Poor
11841,Emirates,5801,110,106,OnTime,-4,Medium Long,Poor
11842,Delta,8253,12,20,OnTime,8,Long Haul,Good
11843,Indigo,1780,143,46,OnTime,-97,Short Haul,Poor
11844,Indigo,6664,104,73,Delayed,-31,Medium Long,Poor
11845,Indigo,6042,121,150,Delayed,29,Medium Long,Poor
11846,Lufthansa,9289,139,157,Delayed,18,Long Haul,Poor
11847,Delta,6609,95,197,Delayed,102,Medium Long,Poor
11848,Delta,2479,6,165,Delayed,159,Short Haul,Poor
11849,Lufthansa,1070,129,185,Delayed,56,Short Haul,Poor
11850,Delta,9691,40,39,OnTime,-1,Long Haul,Poor
11851,Delta,8228,167,14,Delayed,-153,Long Haul,Good
11852,Lufthansa,10677,115,89,OnTime,-26,Long Haul,Poor
11853,Lufthansa,7416,103,95,Delayed,-8,Long Haul,Poor
11854,Emirates,9460,4,23,OnTime,19,Long Haul,Good
11855,Delta,1203,150,197,OnTime,47,Short Haul,Poor
11856,Lufthansa,11665,107,146,Delayed,39,Long Haul,Poor
11857,Delta,3361,102,118,Delayed,16,Medium Long,Poor
11858,Indigo,5563,121,133,OnTime,12,Medium Long,Poor
11859,Indigo,11273,135,83,OnTime,-52,Long Haul,Poor
11860,Delta,8788,152,44,OnTime,-108,Long Haul,Poor
11861,Lufthansa,2306,1,122,Delayed,121,Short Haul,Poor
11862,Indigo,8220,39,32,OnTime,-7,Long Haul,Poor
11863,Lufthansa,6636,68,54,Delayed,-14,Medium Long,Poor
11864,Delta,6598,16,11,Delayed,-5,Medium Long,Good
11865,Emirates,6241,117,47,Delayed,-70,Medium Long,Poor
11866,Delta,502,107,156,OnTime,49,Short Haul,Poor
11867,Delta,8370,159,102,OnTime,-57,Long Haul,Poor
11868,Indigo,10186,53,43,Delayed,-10,Long Haul,Poor
11869,Emirates,7099,5,177,Delayed,172,Long Haul,Poor
11870,Indigo,11690,101,18,Delayed,-83,Long Haul,Good
11871,Lufthansa,2571,143,30,OnTime,-113,Short Haul,Good
11872,Lufthansa,10972,52,155,Delayed,103,Long Haul,Poor
11873,Lufthansa,3822,24,30,OnTime,6,Medium Long,Good
11874,Indigo,10824,19,35,Delayed,16,Long Haul,Poor
11875,Delta,6791,73,80,Delayed,7,Medium Long,Poor
11876,Indigo,11521,96,186,Delayed,90,Long Haul,Poor
11877,Indigo,11984,6,46,Delayed,40,Long Haul,Poor
11878,Delta,2296,146,76,Delayed,-70,Short Haul,Poor
11879,Lufthansa,8153,50,97,Delayed,47,Long Haul,Poor
11880,Emirates,2962,32,43,Delayed,11,Short Haul,Poor
11881,Lufthansa,7926,152,98,Delayed,-54,Long Haul,Poor
11882,Indigo,8290,141,159,OnTime,18,Long Haul,Poor
11883,Emirates,4169,176,127,Delayed,-49,Medium Long,Poor
11884,Emirates,8540,81,188,Delayed,107,Long Haul,Poor
11885,Lufthansa,11524,143,39,OnTime,-104,Long Haul,Poor
11886,Delta,11404,31,74,OnTime,43,Long Haul,Poor
11887,Lufthansa,10639,151,81,Delayed,-70,Long Haul,Poor
11888,Indigo,2933,15,82,OnTime,67,Short Haul,Poor
11889,Emirates,10732,168,86,Delayed,-82,Long Haul,Poor
11890,Lufthansa,3972,27,188,Delayed,161,Medium Long,Poor
11891,Emirates,8733,35,39,Delayed,4,Long Haul,Poor
11892,Delta,3800,155,75,OnTime,-80,Medium Long,Poor
11893,Delta,1978,50,142,OnTime,92,Short Haul,Poor
11894,Delta,10335,89,21,Delayed,-68,Long Haul,Good
11895,Indigo,11098,147,197,OnTime,50,Long Haul,Poor
11896,Delta,3713,143,68,OnTime,-75,Medium Long,Poor
11897,Delta,11959,51,31,OnTime,-20,Long Haul,Poor
11898,Indigo,4500,0,176,Delayed,176,Medium Long,Poor
11899,Emirates,442,146,124,Delayed,-22,Short Haul,Poor
11900,Emirates,2440,135,88,Delayed,-47,Short Haul,Poor
11901,Indigo,9925,29,73,OnTime,44,Long Haul,Poor
11902,Lufthansa,9880,164,139,Delayed,-25,Long Haul,Poor
11903,Lufthansa,4314,100,92,OnTime,-8,Medium Long,Poor
11904,Emirates,6209,120,163,Delayed,43,Medium Long,Poor
11905,Delta,6970,57,22,Delayed,-35,Medium Long,Good
11906,Delta,2058,82,130,OnTime,48,Short Haul,Poor
11907,Delta,10115,61,3,OnTime,-58,Long Haul,Good
11908,Emirates,5653,45,134,Delayed,89,Medium Long,Poor
11909,Emirates,2574,177,134,Delayed,-43,Short Haul,Poor
11910,Lufthansa,7699,48,104,OnTime,56,Long Haul,Poor
11911,Delta,4738,31,101,Delayed,70,Medium Long,Poor
11912,Emirates,8907,70,149,Delayed,79,Long Haul,Poor
11913,Delta,10452,8,111,OnTime,103,Long Haul,Poor
11914,Emirates,6857,145,42,Delayed,-103,Medium Long,Poor
11915,Emirates,6620,16,192,Delayed,176,Medium Long,Poor
11916,Lufthansa,11354,26,72,OnTime,46,Long Haul,Poor
11917,Delta,3101,11,108,OnTime,97,Medium Long,Poor
11918,Emirates,6889,12,89,OnTime,77,Medium Long,Poor
11919,Emirates,6928,101,162,OnTime,61,Medium Long,Poor
11920,Lufthansa,8132,46,153,Delayed,107,Long Haul,Poor
11921,Emirates,11508,100,195,OnTime,95,Long Haul,Poor
11922,Delta,1118,81,166,Delayed,85,Short Haul,Poor
11923,Emirates,5811,89,85,Delayed,-4,Medium Long,Poor
11924,Lufthansa,3167,20,14,OnTime,-6,Medium Long,Good
11925,Indigo,3453,131,60,OnTime,-71,Medium Long,Poor
11926,Delta,4768,137,9,OnTime,-128,Medium Long,Good
11927,Lufthansa,710,155,112,OnTime,-43,Short Haul,Poor
11928,Indigo,6362,24,126,OnTime,102,Medium Long,Poor
11929,Lufthansa,4440,68,175,OnTime,107,Medium Long,Poor
11930,Lufthansa,359,128,113,Delayed,-15,Short Haul,Poor
11931,Indigo,5829,121,181,Delayed,60,Medium Long,Poor
11932,Lufthansa,684,97,104,OnTime,7,Short Haul,Poor
11933,Indigo,6004,105,95,Delayed,-10,Medium Long,Poor
11934,Indigo,8451,8,71,OnTime,63,Long Haul,Poor
11935,Lufthansa,6587,125,156,OnTime,31,Medium Long,Poor
11936,Indigo,8647,26,9,OnTime,-17,Long Haul,Good
11937,Delta,11960,157,46,Delayed,-111,Long Haul,Poor
11938,Lufthansa,1098,29,76,OnTime,47,Short Haul,Poor
11939,Delta,6171,85,21,OnTime,-64,Medium Long,Good
11940,Delta,2645,45,106,Delayed,61,Short Haul,Poor
11941,Delta,10032,114,102,Delayed,-12,Long Haul,Poor
11942,Emirates,4309,59,153,OnTime,94,Medium Long,Poor
11943,Indigo,3753,124,159,OnTime,35,Medium Long,Poor
11944,Indigo,10905,87,25,OnTime,-62,Long Haul,Good
11945,Delta,11375,54,76,Delayed,22,Long Haul,Poor
11946,Emirates,9351,53,2,Delayed,-51,Long Haul,Good
11947,Lufthansa,9342,72,184,OnTime,112,Long Haul,Poor
11948,Delta,1304,19,114,OnTime,95,Short Haul,Poor
11949,Indigo,3466,25,22,OnTime,-3,Medium Long,Good
11950,Emirates,7149,53,47,OnTime,-6,Long Haul,Poor
11951,Lufthansa,7686,68,199,Delayed,131,Long Haul,Poor
11952,Delta,5565,100,144,OnTime,44,Medium Long,Poor
11953,Lufthansa,4694,94,160,Delayed,66,Medium Long,Poor
11954,Delta,3390,45,189,OnTime,144,Medium Long,Poor
11955,Lufthansa,9017,45,155,OnTime,110,Long Haul,Poor
11956,Delta,3644,115,161,Delayed,46,Medium Long,Poor
11957,Indigo,5183,19,148,Delayed,129,Medium Long,Poor
11958,Delta,3885,107,79,Delayed,-28,Medium Long,Poor
11959,Delta,306,38,121,Delayed,83,Short Haul,Poor
11960,Indigo,6964,172,101,OnTime,-71,Medium Long,Poor
11961,Delta,8232,174,128,OnTime,-46,Long Haul,Poor
11962,Emirates,7389,175,58,OnTime,-117,Long Haul,Poor
11963,Indigo,10676,19,147,OnTime,128,Long Haul,Poor
11964,Lufthansa,10979,34,73,Delayed,39,Long Haul,Poor
11965,Emirates,3679,63,154,OnTime,91,Medium Long,Poor
11966,Indigo,2124,92,10,OnTime,-82,Short Haul,Good
11967,Indigo,8980,19,7,OnTime,-12,Long Haul,Good
11968,Delta,4378,79,195,OnTime,116,Medium Long,Poor
11969,Indigo,10646,3,137,Delayed,134,Long Haul,Poor
11970,Lufthansa,8595,135,32,Delayed,-103,Long Haul,Poor
11971,Emirates,1361,16,115,Delayed,99,Short Haul,Poor
11972,Lufthansa,849,151,170,OnTime,19,Short Haul,Poor
11973,Delta,3000,59,84,Delayed,25,Medium Long,Poor
11974,Delta,1457,23,52,Delayed,29,Short Haul,Poor
11975,Emirates,2417,93,21,Delayed,-72,Short Haul,Good
11976,Emirates,11296,66,19,OnTime,-47,Long Haul,Good
11977,Delta,4340,163,71,Delayed,-92,Medium Long,Poor
11978,Delta,3969,39,24,Delayed,-15,Medium Long,Good
11979,Lufthansa,9818,104,152,OnTime,48,Long Haul,Poor
11980,Lufthansa,1654,76,138,OnTime,62,Short Haul,Poor
11981,Indigo,2558,113,13,Delayed,-100,Short Haul,Good
11982,Indigo,2154,139,135,OnTime,-4,Short Haul,Poor
11983,Indigo,10196,99,117,OnTime,18,Long Haul,Poor
11984,Emirates,5239,110,53,Delayed,-57,Medium Long,Poor
11985,Delta,1579,137,191,Delayed,54,Short Haul,Poor
11986,Lufthansa,6639,73,55,Delayed,-18,Medium Long,Poor
11987,Emirates,11767,4,91,Delayed,87,Long Haul,Poor
11988,Delta,7694,130,43,OnTime,-87,Long Haul,Poor
11989,Emirates,9334,77,44,Delayed,-33,Long Haul,Poor
11990,Indigo,11087,3,86,Delayed,83,Long Haul,Poor
11991,Lufthansa,1794,109,82,OnTime,-27,Short Haul,Poor
11992,Emirates,10243,19,139,Delayed,120,Long Haul,Poor
11993,Lufthansa,1762,179,2,Delayed,-177,Short Haul,Good
11994,Delta,10496,85,119,OnTime,34,Long Haul,Poor
11995,Emirates,11291,105,31,Delayed,-74,Long Haul,Poor
11996,Lufthansa,7617,135,25,Delayed,-110,Long Haul,Good
11997,Lufthansa,2109,9,59,OnTime,50,Short Haul,Poor
11998,Delta,265,71,108,Delayed,37,Short Haul,Poor
11999,Emirates,10791,138,140,Delayed,2,Long Haul,Poor
12000,Delta,4566,125,74,Delayed,-51,Medium Long,Poor
12001,Delta,1360,100,77,OnTime,-23,Short Haul,Poor
12002,Emirates,1353,162,7,OnTime,-155,Short Haul,Good
12003,Emirates,5047,5,53,OnTime,48,Medium Long,Poor
12004,Emirates,11248,2,81,Delayed,79,Long Haul,Poor
12005,Lufthansa,9234,63,95,OnTime,32,Long Haul,Poor
12006,Emirates,10484,56,109,Delayed,53,Long Haul,Poor
12007,Emirates,6943,83,129,Delayed,46,Medium Long,Poor
12008,Lufthansa,3515,31,20,OnTime,-11,Medium Long,Good
12009,Delta,6185,43,79,Delayed,36,Medium Long,Poor
12010,Delta,11151,27,21,Delayed,-6,Long Haul,Good
12011,Delta,1933,18,123,Delayed,105,Short Haul,Poor
12012,Lufthansa,5737,92,195,Delayed,103,Medium Long,Poor
12013,Emirates,8438,70,148,Delayed,78,Long Haul,Poor
12014,Delta,4369,52,32,Delayed,-20,Medium Long,Poor
12015,Indigo,7975,93,56,Delayed,-37,Long Haul,Poor
12016,Lufthansa,3217,19,96,Delayed,77,Medium Long,Poor
12017,Delta,2319,122,44,OnTime,-78,Short Haul,Poor
12018,Indigo,10368,158,75,OnTime,-83,Long Haul,Poor
12019,Indigo,8284,46,59,Delayed,13,Long Haul,Poor
12020,Emirates,7661,102,20,OnTime,-82,Long Haul,Good
12021,Delta,6583,1,131,OnTime,130,Medium Long,Poor
12022,Emirates,628,103,155,OnTime,52,Short Haul,Poor
12023,Indigo,10746,78,149,Delayed,71,Long Haul,Poor
12024,Emirates,4352,137,38,Delayed,-99,Medium Long,Poor
12025,Emirates,4852,71,58,Delayed,-13,Medium Long,Poor
12026,Delta,6012,79,135,OnTime,56,Medium Long,Poor
12027,Delta,11384,61,22,OnTime,-39,Long Haul,Good
12028,Lufthansa,5811,116,85,Delayed,-31,Medium Long,Poor
12029,Lufthansa,1630,20,148,Delayed,128,Short Haul,Poor
12030,Lufthansa,10445,6,194,Delayed,188,Long Haul,Poor
12031,Delta,1353,42,120,OnTime,78,Short Haul,Poor
12032,Emirates,2947,170,96,Delayed,-74,Short Haul,Poor
12033,Indigo,4075,170,190,OnTime,20,Medium Long,Poor
12034,Indigo,9846,171,18,Delayed,-153,Long Haul,Good
12035,Indigo,10515,137,188,OnTime,51,Long Haul,Poor
12036,Indigo,9092,146,165,Delayed,19,Long Haul,Poor
12037,Indigo,11658,24,190,OnTime,166,Long Haul,Poor
12038,Lufthansa,5877,82,165,Delayed,83,Medium Long,Poor
12039,Lufthansa,2283,171,114,OnTime,-57,Short Haul,Poor
12040,Delta,6356,91,139,OnTime,48,Medium Long,Poor
12041,Emirates,1944,129,91,OnTime,-38,Short Haul,Poor
12042,Lufthansa,1702,150,116,Delayed,-34,Short Haul,Poor
12043,Indigo,2066,89,69,Delayed,-20,Short Haul,Poor
12044,Lufthansa,7375,119,147,OnTime,28,Long Haul,Poor
12045,Lufthansa,4865,4,116,Delayed,112,Medium Long,Poor
12046,Lufthansa,8403,147,173,Delayed,26,Long Haul,Poor
12047,Lufthansa,3942,128,66,Delayed,-62,Medium Long,Poor
12048,Indigo,2425,71,134,OnTime,63,Short Haul,Poor
12049,Delta,10632,168,35,OnTime,-133,Long Haul,Poor
12050,Lufthansa,2671,123,128,OnTime,5,Short Haul,Poor
12051,Indigo,3469,156,11,OnTime,-145,Medium Long,Good
12052,Indigo,6434,152,104,OnTime,-48,Medium Long,Poor
12053,Lufthansa,5185,82,29,Delayed,-53,Medium Long,Good
12054,Delta,5029,73,148,OnTime,75,Medium Long,Poor
12055,Emirates,10988,79,174,Delayed,95,Long Haul,Poor
12056,Lufthansa,4775,2,31,Delayed,29,Medium Long,Poor
12057,Delta,10027,150,11,Delayed,-139,Long Haul,Good
12058,Lufthansa,5362,56,98,OnTime,42,Medium Long,Poor
12059,Delta,4988,1,85,OnTime,84,Medium Long,Poor
12060,Delta,7675,74,23,Delayed,-51,Long Haul,Good
12061,Delta,4582,0,121,OnTime,121,Medium Long,Poor
12062,Emirates,1016,163,21,Delayed,-142,Short Haul,Good
12063,Indigo,8198,64,128,Delayed,64,Long Haul,Poor
12064,Lufthansa,10673,90,185,Delayed,95,Long Haul,Poor
12065,Emirates,7621,175,36,OnTime,-139,Long Haul,Poor
12066,Lufthansa,1071,136,20,Delayed,-116,Short Haul,Good
12067,Emirates,11992,164,69,OnTime,-95,Long Haul,Poor
12068,Lufthansa,9972,7,58,OnTime,51,Long Haul,Poor
12069,Lufthansa,5851,4,30,OnTime,26,Medium Long,Good
12070,Delta,9913,165,174,OnTime,9,Long Haul,Poor
12071,Indigo,1162,153,112,Delayed,-41,Short Haul,Poor
12072,Emirates,5530,44,98,Delayed,54,Medium Long,Poor
12073,Lufthansa,9830,25,34,Delayed,9,Long Haul,Poor
12074,Emirates,10913,60,31,Delayed,-29,Long Haul,Poor
12075,Lufthansa,8778,146,135,Delayed,-11,Long Haul,Poor
12076,Lufthansa,1937,114,103,Delayed,-11,Short Haul,Poor
12077,Delta,1050,59,186,Delayed,127,Short Haul,Poor
12078,Lufthansa,732,156,179,Delayed,23,Short Haul,Poor
12079,Lufthansa,4396,117,142,Delayed,25,Medium Long,Poor
12080,Lufthansa,5614,160,169,Delayed,9,Medium Long,Poor
12081,Emirates,8241,109,1,OnTime,-108,Long Haul,Good
12082,Indigo,646,48,71,OnTime,23,Short Haul,Poor
12083,Delta,11373,107,148,OnTime,41,Long Haul,Poor
12084,Indigo,898,178,120,Delayed,-58,Short Haul,Poor
12085,Delta,7922,71,181,Delayed,110,Long Haul,Poor
12086,Delta,3865,123,128,Delayed,5,Medium Long,Poor
12087,Indigo,480,85,101,OnTime,16,Short Haul,Poor
12088,Emirates,7351,72,25,OnTime,-47,Long Haul,Good
12089,Indigo,7517,78,137,Delayed,59,Long Haul,Poor
12090,Delta,3138,10,144,OnTime,134,Medium Long,Poor
12091,Indigo,3698,22,28,OnTime,6,Medium Long,Good
12092,Emirates,2810,165,130,Delayed,-35,Short Haul,Poor
12093,Delta,10733,43,56,Delayed,13,Long Haul,Poor
12094,Indigo,11867,155,91,OnTime,-64,Long Haul,Poor
12095,Indigo,10355,18,23,Delayed,5,Long Haul,Good
12096,Emirates,8445,94,67,OnTime,-27,Long Haul,Poor
12097,Emirates,10206,150,33,OnTime,-117,Long Haul,Poor
12098,Indigo,9635,125,85,OnTime,-40,Long Haul,Poor
12099,Lufthansa,11213,121,58,OnTime,-63,Long Haul,Poor
12100,Delta,4628,123,140,OnTime,17,Medium Long,Poor
12101,Lufthansa,2122,120,199,Delayed,79,Short Haul,Poor
12102,Indigo,1439,99,27,Delayed,-72,Short Haul,Good
12103,Delta,5202,111,95,Delayed,-16,Medium Long,Poor
12104,Emirates,10810,38,108,OnTime,70,Long Haul,Poor
12105,Lufthansa,7654,160,58,OnTime,-102,Long Haul,Poor
12106,Indigo,6118,22,81,Delayed,59,Medium Long,Poor
12107,Lufthansa,6335,164,35,Delayed,-129,Medium Long,Poor
12108,Indigo,2561,24,99,OnTime,75,Short Haul,Poor
12109,Emirates,8876,68,25,OnTime,-43,Long Haul,Good
12110,Lufthansa,9455,2,1,Delayed,-1,Long Haul,Good
12111,Emirates,8434,150,120,OnTime,-30,Long Haul,Poor
12112,Emirates,10107,76,177,OnTime,101,Long Haul,Poor
12113,Delta,267,53,119,OnTime,66,Short Haul,Poor
12114,Delta,5675,169,97,Delayed,-72,Medium Long,Poor
12115,Lufthansa,6242,150,43,OnTime,-107,Medium Long,Poor
12116,Delta,8406,22,88,OnTime,66,Long Haul,Poor
12117,Emirates,8414,17,75,Delayed,58,Long Haul,Poor
12118,Indigo,11278,17,161,OnTime,144,Long Haul,Poor
12119,Indigo,4624,67,114,Delayed,47,Medium Long,Poor
12120,Lufthansa,6129,3,24,OnTime,21,Medium Long,Good
12121,Indigo,4166,20,4,OnTime,-16,Medium Long,Good
12122,Delta,11196,64,68,OnTime,4,Long Haul,Poor
12123,Lufthansa,4775,165,75,Delayed,-90,Medium Long,Poor
12124,Lufthansa,10327,60,142,OnTime,82,Long Haul,Poor
12125,Delta,1386,134,186,OnTime,52,Short Haul,Poor
12126,Delta,8563,7,150,OnTime,143,Long Haul,Poor
12127,Emirates,7275,96,34,OnTime,-62,Long Haul,Poor
12128,Delta,10678,66,131,Delayed,65,Long Haul,Poor
12129,Emirates,4960,135,143,Delayed,8,Medium Long,Poor
12130,Emirates,10504,18,114,Delayed,96,Long Haul,Poor
12131,Emirates,4805,78,14,Delayed,-64,Medium Long,Good
12132,Lufthansa,7436,38,193,Delayed,155,Long Haul,Poor
12133,Delta,1732,57,21,Delayed,-36,Short Haul,Good
12134,Indigo,8368,40,23,OnTime,-17,Long Haul,Good
12135,Delta,6172,17,57,Delayed,40,Medium Long,Poor
12136,Emirates,7643,145,135,OnTime,-10,Long Haul,Poor
12137,Delta,11385,21,36,OnTime,15,Long Haul,Poor
12138,Indigo,9705,106,77,OnTime,-29,Long Haul,Poor
12139,Indigo,7983,86,18,Delayed,-68,Long Haul,Good
12140,Lufthansa,3754,66,180,OnTime,114,Medium Long,Poor
12141,Lufthansa,3786,89,145,OnTime,56,Medium Long,Poor
12142,Indigo,2041,156,82,Delayed,-74,Short Haul,Poor
12143,Indigo,234,132,45,OnTime,-87,Short Haul,Poor
12144,Emirates,6839,44,56,Delayed,12,Medium Long,Poor
12145,Emirates,1774,53,69,OnTime,16,Short Haul,Poor
12146,Delta,8582,7,125,OnTime,118,Long Haul,Poor
12147,Delta,1241,55,63,Delayed,8,Short Haul,Poor
12148,Delta,1747,35,148,Delayed,113,Short Haul,Poor
12149,Lufthansa,3876,39,163,OnTime,124,Medium Long,Poor
12150,Lufthansa,9449,40,6,Delayed,-34,Long Haul,Good
12151,Emirates,7525,150,138,Delayed,-12,Long Haul,Poor
12152,Lufthansa,2955,173,112,Delayed,-61,Short Haul,Poor
12153,Lufthansa,3993,82,50,OnTime,-32,Medium Long,Poor
12154,Lufthansa,2587,79,71,Delayed,-8,Short Haul,Poor
12155,Emirates,10023,103,160,OnTime,57,Long Haul,Poor
12156,Emirates,4507,29,180,OnTime,151,Medium Long,Poor
12157,Emirates,7040,8,166,Delayed,158,Long Haul,Poor
12158,Lufthansa,9480,63,104,Delayed,41,Long Haul,Poor
12159,Delta,6923,1,181,OnTime,180,Medium Long,Poor
12160,Delta,2716,28,75,OnTime,47,Short Haul,Poor
12161,Lufthansa,9636,20,120,OnTime,100,Long Haul,Poor
12162,Emirates,2024,96,167,OnTime,71,Short Haul,Poor
12163,Delta,1051,15,43,OnTime,28,Short Haul,Poor
12164,Lufthansa,1660,33,120,Delayed,87,Short Haul,Poor
12165,Indigo,10777,112,2,Delayed,-110,Long Haul,Good
12166,Lufthansa,5332,70,171,OnTime,101,Medium Long,Poor
12167,Lufthansa,5475,20,8,OnTime,-12,Medium Long,Good
12168,Indigo,9348,60,153,Delayed,93,Long Haul,Poor
12169,Delta,6616,59,182,Delayed,123,Medium Long,Poor
12170,Delta,8639,145,180,Delayed,35,Long Haul,Poor
12171,Indigo,9749,82,157,OnTime,75,Long Haul,Poor
12172,Lufthansa,11914,25,63,Delayed,38,Long Haul,Poor
12173,Lufthansa,11403,60,87,Delayed,27,Long Haul,Poor
12174,Emirates,4991,44,127,OnTime,83,Medium Long,Poor
12175,Emirates,10352,33,25,OnTime,-8,Long Haul,Good
12176,Indigo,6360,146,184,OnTime,38,Medium Long,Poor
12177,Delta,3181,36,79,OnTime,43,Medium Long,Poor
12178,Delta,11186,77,109,OnTime,32,Long Haul,Poor
12179,Delta,3644,164,189,OnTime,25,Medium Long,Poor
12180,Delta,3807,124,41,OnTime,-83,Medium Long,Poor
12181,Indigo,3836,129,13,Delayed,-116,Medium Long,Good
12182,Emirates,11141,177,196,Delayed,19,Long Haul,Poor
12183,Delta,5754,43,111,OnTime,68,Medium Long,Poor
12184,Emirates,3823,44,72,Delayed,28,Medium Long,Poor
12185,Indigo,5070,113,64,Delayed,-49,Medium Long,Poor
12186,Lufthansa,7416,136,10,OnTime,-126,Long Haul,Good
12187,Emirates,10123,49,33,OnTime,-16,Long Haul,Poor
12188,Indigo,4861,16,151,OnTime,135,Medium Long,Poor
12189,Lufthansa,11189,75,183,OnTime,108,Long Haul,Poor
12190,Indigo,692,40,187,Delayed,147,Short Haul,Poor
12191,Delta,4499,71,101,Delayed,30,Medium Long,Poor
12192,Emirates,1136,80,115,OnTime,35,Short Haul,Poor
12193,Delta,7154,87,104,Delayed,17,Long Haul,Poor
12194,Lufthansa,6698,149,146,Delayed,-3,Medium Long,Poor
12195,Emirates,3227,42,124,Delayed,82,Medium Long,Poor
12196,Delta,9963,119,188,Delayed,69,Long Haul,Poor
12197,Lufthansa,2649,11,83,OnTime,72,Short Haul,Poor
12198,Emirates,4973,8,89,Delayed,81,Medium Long,Poor
12199,Emirates,10815,55,11,OnTime,-44,Long Haul,Good
12200,Indigo,10612,152,174,Delayed,22,Long Haul,Poor
12201,Emirates,2077,27,94,Delayed,67,Short Haul,Poor
12202,Emirates,5758,26,17,Delayed,-9,Medium Long,Good
12203,Delta,6083,102,75,OnTime,-27,Medium Long,Poor
12204,Indigo,751,128,186,OnTime,58,Short Haul,Poor
12205,Lufthansa,6588,39,160,Delayed,121,Medium Long,Poor
12206,Indigo,11166,24,172,OnTime,148,Long Haul,Poor
12207,Delta,1647,121,161,Delayed,40,Short Haul,Poor
12208,Emirates,9846,52,109,OnTime,57,Long Haul,Poor
12209,Delta,681,85,2,Delayed,-83,Short Haul,Good
12210,Delta,10900,101,46,OnTime,-55,Long Haul,Poor
12211,Indigo,8079,5,183,OnTime,178,Long Haul,Poor
12212,Indigo,9975,173,70,OnTime,-103,Long Haul,Poor
12213,Delta,4000,14,115,Delayed,101,Medium Long,Poor
12214,Lufthansa,7902,65,83,Delayed,18,Long Haul,Poor
12215,Indigo,8816,168,23,Delayed,-145,Long Haul,Good
12216,Indigo,11947,110,67,Delayed,-43,Long Haul,Poor
12217,Lufthansa,5827,158,80,OnTime,-78,Medium Long,Poor
12218,Delta,5470,6,126,OnTime,120,Medium Long,Poor
12219,Lufthansa,4583,151,176,Delayed,25,Medium Long,Poor
12220,Delta,5218,109,85,Delayed,-24,Medium Long,Poor
12221,Lufthansa,9614,27,150,OnTime,123,Long Haul,Poor
12222,Delta,5582,94,115,OnTime,21,Medium Long,Poor
12223,Delta,7897,75,30,Delayed,-45,Long Haul,Good
12224,Lufthansa,5595,23,64,OnTime,41,Medium Long,Poor
12225,Emirates,2350,87,59,OnTime,-28,Short Haul,Poor
12226,Lufthansa,6938,6,144,OnTime,138,Medium Long,Poor
12227,Emirates,4730,40,114,OnTime,74,Medium Long,Poor
12228,Lufthansa,8261,98,49,Delayed,-49,Long Haul,Poor
12229,Delta,6073,76,148,Delayed,72,Medium Long,Poor
12230,Indigo,7292,167,139,OnTime,-28,Long Haul,Poor
12231,Emirates,9787,102,196,Delayed,94,Long Haul,Poor
12232,Emirates,1577,179,106,OnTime,-73,Short Haul,Poor
12233,Lufthansa,2716,28,183,Delayed,155,Short Haul,Poor
12234,Delta,10942,86,99,OnTime,13,Long Haul,Poor
12235,Lufthansa,3645,128,64,Delayed,-64,Medium Long,Poor
12236,Emirates,7014,134,124,Delayed,-10,Long Haul,Poor
12237,Emirates,6619,166,167,Delayed,1,Medium Long,Poor
12238,Delta,864,54,172,OnTime,118,Short Haul,Poor
12239,Emirates,7045,34,13,OnTime,-21,Long Haul,Good
12240,Indigo,241,140,101,Delayed,-39,Short Haul,Poor
12241,Indigo,566,109,67,OnTime,-42,Short Haul,Poor
12242,Emirates,1888,159,51,Delayed,-108,Short Haul,Poor
12243,Lufthansa,6524,20,12,OnTime,-8,Medium Long,Good
12244,Delta,2392,109,128,Delayed,19,Short Haul,Poor
12245,Delta,9846,85,50,OnTime,-35,Long Haul,Poor
12246,Indigo,9297,173,115,Delayed,-58,Long Haul,Poor
12247,Indigo,7285,11,30,OnTime,19,Long Haul,Good
12248,Indigo,3506,106,123,OnTime,17,Medium Long,Poor
12249,Indigo,8498,132,7,Delayed,-125,Long Haul,Good
12250,Indigo,5632,39,97,Delayed,58,Medium Long,Poor
12251,Indigo,10565,144,92,OnTime,-52,Long Haul,Poor
12252,Delta,3243,82,90,Delayed,8,Medium Long,Poor
12253,Delta,3539,2,133,Delayed,131,Medium Long,Poor
12254,Delta,7333,176,81,Delayed,-95,Long Haul,Poor
12255,Delta,2949,131,181,OnTime,50,Short Haul,Poor
12256,Delta,11260,4,137,OnTime,133,Long Haul,Poor
12257,Delta,2943,152,48,OnTime,-104,Short Haul,Poor
12258,Lufthansa,8303,29,159,Delayed,130,Long Haul,Poor
12259,Delta,6790,84,9,Delayed,-75,Medium Long,Good
12260,Emirates,5747,125,189,OnTime,64,Medium Long,Poor
12261,Emirates,7973,128,21,OnTime,-107,Long Haul,Good
12262,Indigo,6436,4,9,Delayed,5,Medium Long,Good
12263,Lufthansa,11468,145,104,OnTime,-41,Long Haul,Poor
12264,Indigo,4120,48,70,OnTime,22,Medium Long,Poor
12265,Emirates,9505,105,2,Delayed,-103,Long Haul,Good
12266,Delta,10459,138,112,OnTime,-26,Long Haul,Poor
